id,x,y,z
112,0.17716756,-0.14429262,-0.14646813
113,0.17654006,-0.1287616,-0.1384734
114,0.17593908,-0.12246268,-0.14023796
115,0.17511632,-0.11577429,-0.14446554
116,0.17461996,-0.11156754,-0.14772187
117,0.17382877,-0.10937368,-0.15346742
118,0.15644942,-0.1429818,-0.089770295
119,0.15432775,-0.14194901,-0.0840598
120,0.17053516,-0.12074708,-0.14788274
121,0.16998152,-0.117644556,-0.15748821
122,0.16871485,-0.10855656,-0.15449032
123,0.17417313,-0.051458903,-0.19030645
124,0.15735522,-0.110831454,-0.16350164
125,0.1554777,-0.103489034,-0.1602305
126,0.15432267,-0.09593637,-0.16412936
127,0.14670353,-0.10441038,-0.15890993
128,0.14411634,-0.10711073,-0.16698042
129,0.14336297,-0.10937758,-0.15755995
130,0.13534617,-0.11718536,-0.16258746
131,0.11385637,-0.112510346,-0.17435116
132,0.11296936,-0.09430768,-0.1896721
133,0.105069794,-0.14043212,-0.10862185
134,0.1696595,-0.12012765,-0.15103194
135,0.16385448,-0.053673998,-0.18117118
136,0.1782264,-0.1274695,-0.1402804
137,0.16965815,-0.12356013,-0.13911174
138,0.17077595,-0.05337901,-0.19095273
139,0.16668174,-0.090550974,-0.16269058
140,0.1668698,-0.04958452,-0.19248095
141,0.15854919,-0.10292638,-0.16070856
142,0.15653011,-0.09300594,-0.1701418
143,0.12701811,-0.13602845,-0.10664599
144,0.12322001,-0.14425112,-0.09718535
145,0.20834404,-0.094025694,-0.15130389
146,0.20601697,-0.12471216,-0.15885855
147,0.19967075,-0.13145667,-0.12594202
148,0.198431,-0.12883954,-0.12937115
149,0.19965817,-0.11616092,-0.13803521
150,0.19407083,-0.13136654,-0.1271541
151,0.19492853,-0.14111848,-0.13107587
152,0.18901098,-0.121047325,-0.16150703
153,0.17780577,-0.13860653,-0.13502535
154,0.17874584,-0.096659385,-0.16094123
155,0.1724958,-0.13604634,-0.13444425
156,0.17092596,-0.10381502,-0.15808694
157,0.16966687,-0.095464386,-0.16350281
158,0.14632885,-0.10359991,-0.16834438
159,0.12754442,-0.13574386,-0.15534662
160,0.12478684,-0.13943729,-0.15399586
161,0.13327971,0.008044748,-0.24047998
162,0.11480539,-0.09519873,-0.18619664
163,0.106911145,-0.13261785,-0.16771051
164,0.11780732,0.008510193,-0.24570382
165,0.09915526,-0.14027853,-0.1652215
166,0.20613438,-0.09842317,-0.14406297
167,0.20476575,-0.09510305,-0.1488258
168,0.19800763,-0.11055814,-0.13677138
169,0.18647885,-0.11544568,-0.13642435
170,0.20908758,-0.09336252,-0.14914066
171,0.18756165,-0.1608577,-0.089556575
172,0.20405453,-0.122693524,-0.13894734
173,0.20159197,-0.09417712,-0.15388548
174,0.20303369,0.005666701,-0.21653515
175,0.19057752,-0.12865883,-0.13838622
176,0.17444603,-0.15256946,-0.10013278
177,0.14329723,-0.1460604,-0.108084634
178,0.14043464,-0.14236711,-0.08910923
179,0.117530614,-0.12912759,-0.17084646
180,0.10355222,-0.12946054,-0.17255647
181,0.10064139,-0.13974161,-0.11094298
182,0.09091191,-0.14405683,-0.11762461
183,0.091291845,-0.030953668,-0.23034458
184,0.23895328,-0.016578216,-0.18429314
185,0.20089942,-0.14639291,-0.082474254
186,0.19903347,-0.09629199,-0.14824271
187,0.19587444,-0.10598973,-0.13980407
188,0.1713788,-0.12700573,-0.13880838
189,0.12974182,-0.13118878,-0.15693678
190,0.12890914,-0.11077479,-0.1651035
191,0.108199276,-0.11257455,-0.18505462
192,0.09924757,-0.11704768,-0.17652646
193,0.24198662,-0.0068100505,-0.18996117
194,0.23791805,0.0075425133,-0.20941253
195,0.2266209,-0.11184518,-0.14604789
196,0.1739232,-0.05653824,-0.18333697
197,0.11737219,-0.1421449,-0.11780316
198,0.17805654,-0.15083842,-0.086929254
199,0.17008439,-0.14746727,-0.087984845
200,0.1745248,-0.09859164,-0.17187595
201,0.18298881,0.004300682,-0.22006637
202,0.21799618,-0.13283378,-0.120883495
203,0.20985413,-0.12238759,-0.13026892
204,0.13849641,-0.13609765,-0.15117402
205,0.12529671,-0.053525634,-0.20868117
206,0.11262662,-0.1404269,-0.11601159
207,0.10549195,-0.10574508,-0.1774858
208,0.20808108,-0.11610938,-0.13912931
209,0.120411806,-0.13824046,-0.09520501
210,0.2554305,0.0043265857,-0.20007502
211,0.25181395,0.0034298487,-0.21323997
212,0.17509219,-0.04748205,-0.18250702
213,0.14732292,-0.12759714,-0.1530551
214,0.14504273,-0.1410609,-0.09558907
215,0.096922286,-0.1265835,-0.17548768
216,0.19816256,-0.09321467,-0.15933783
217,0.1583266,-0.10367617,-0.16841823
218,0.12923124,-0.0841482,-0.17631456
219,0.25813133,-0.004492551,-0.14934264
220,0.03152506,-0.1370346,-0.11146764
221,0.07497815,0.002442481,-0.25299144
222,0.22933257,-0.15399791,-0.12380771
223,0.17948228,0.002782993,-0.21198083
224,0.14891735,-0.14836442,-0.15085158
225,0.14215845,-0.11908077,-0.17121081
226,0.13914499,-0.10994814,-0.15968767
227,0.13544917,-0.1033261,-0.17434978
228,0.2646203,0.0043588392,-0.19537042
229,0.20963247,0.005705133,-0.21734942
230,0.2360892,-0.16411677,-0.08152281
231,0.2150161,-0.15119943,-0.082323775
232,0.1952625,-0.14835797,-0.07880701
233,0.19668585,-0.15293212,-0.08930449
234,0.29352885,-0.09472843,-0.1564758
235,0.29544708,-0.12416814,-0.15579088
236,0.27396154,-0.11452711,-0.11969617
237,0.2727879,-0.12625653,-0.1107708
238,0.29084414,-0.019907847,-0.17816447
239,0.21125257,-0.052876025,-0.16530824
240,0.28176692,-0.12519923,-0.1329168
241,0.2458993,-0.15986294,-0.07868798
242,0.27179402,-0.010924397,-0.20642374
243,0.216585,-0.13049379,-0.14338765
244,0.18872394,-0.16974472,-0.10806962
245,0.15314391,-0.14390302,-0.10427674
246,0.2919142,-0.021456698,-0.17067914
247,0.28948712,-0.038553964,-0.1656469
248,0.25208065,-0.026171613,-0.1746827
249,0.17078976,-0.15261988,-0.111565486
250,0.14551502,-0.13510433,-0.098819196
251,0.29288504,-0.004300926,-0.17321391
252,0.28756624,-0.030463051,-0.16705933
253,0.29086062,-0.045743614,-0.17033684
254,0.27960834,-0.10451359,-0.13552342
255,0.26656875,-0.029067956,-0.18307224
256,0.21442033,-0.09491423,-0.15015987
257,0.116636604,-0.12596363,-0.1685209
258,0.10920215,-0.13258904,-0.16352072
259,0.09389601,-0.1409138,-0.095905006
260,0.28232735,-0.11548563,-0.1186565
261,0.27420422,-0.14048612,-0.10379358
262,0.2991367,-0.013546225,-0.16784582
263,0.29782847,-0.021956751,-0.16560526
264,0.29303876,-0.0363395,-0.1520069
265,0.2492965,-0.15748768,-0.08676377
266,0.07476922,-0.14139053,-0.122006044
267,0.07123579,-0.0037014335,-0.25352767
268,0.17928621,0.0019256808,-0.22617155
269,0.22913748,-0.124025606,-0.12512468
270,0.2916346,-0.09507206,-0.112460084
271,0.28217885,-0.14485075,-0.09214635
272,0.29533556,-0.07579637,-0.13095678
273,0.2859915,-0.116684794,-0.110257484
274,0.2946588,-0.07530606,-0.13131078
275,0.2840428,-0.117328465,-0.102201946
276,0.29587433,-0.058549225,-0.14116542
277,0.28888088,-0.070304096,-0.13667017
278,0.2906422,-0.008038114,-0.1753883
279,0.2863815,-0.023118338,-0.17006291
280,0.30612543,-0.023467308,-0.14829983
281,0.3057173,-0.032460205,-0.14885661
282,0.29460692,-0.09204692,-0.114063784
283,0.30293807,-0.040835038,-0.14836197
284,0.30042693,-0.053258702,-0.13653344
285,0.30353394,-0.028318763,-0.14975314
286,0.29325053,-0.08759819,-0.1188557
287,0.30002496,-0.038796075,-0.15384817
288,0.28702047,-0.1029194,-0.13045007
289,0.27684924,-0.13151102,-0.10036841
290,0.29198188,-0.009721561,-0.17298068
291,0.2239079,-0.14174429,-0.061968576
292,0.21502532,-0.14629765,-0.0680918
293,0.25242987,-0.029217659,-0.17596422
294,0.19382508,-0.15786776,-0.13808824
295,0.30199108,-0.1446321,-0.06740162
296,0.3304631,-0.14462066,-0.10660973
297,0.22652934,-0.1439317,-0.07360813
298,0.2603073,-0.14767161,-0.06224933
299,0.20311609,-0.1385042,-0.13228387
300,0.27050784,-0.13685845,-0.1129298
301,0.12167002,-0.09016853,-0.18227182
302,0.11167714,-0.111412086,-0.17806117
303,0.20412926,-0.102274485,-0.13933969
304,0.13704328,-0.13922074,-0.10647363
305,0.1591109,-0.10304894,-0.15902658
306,0.27725002,-0.15230931,-0.11665529
307,0.25223896,-0.17807676,-0.09837168
308,0.14889681,-0.14286155,-0.10100916
309,0.20578013,-0.1472535,-0.0730489
310,0.30443335,-0.0041820463,-0.17109792
311,0.039096452,-0.12637666,-0.11136946
312,0.034743544,-0.15248062,-0.15720993
313,-0.043463025,-2.174452e-05,-0.3432476
314,-0.045150146,-0.037637793,-0.35096774
315,0.07742065,0.0019542016,-0.28378877
316,0.049326584,-0.04608681,-0.23241605
317,0.053359028,-0.12788615,-0.09774057
318,0.012707144,-0.017217465,-0.3585514
319,0.037791666,-0.13373613,-0.109884165
320,0.023866456,-0.13379103,-0.20413035
321,-0.14238851,-0.02630556,-0.3850921
322,0.0068801567,-0.005336756,-0.3672471
323,0.015989484,-0.1460423,-0.10902136
324,0.04360038,-0.13126884,-0.22573093
325,-0.010550508,-0.039398305,-0.2797626
326,0.018841919,-0.1390543,-0.08412161
327,-0.06280816,-0.026229184,-0.3557355
328,0.0008760854,-0.14415902,-0.09417496
329,0.005488515,-0.16599618,-0.08773566
330,0.0898824,-0.03166467,-0.24664563
331,0.034881514,-0.14966801,-0.121772885
332,0.07802133,-0.12979913,-0.08982459
333,0.036459416,-0.15091898,-0.14017776
334,0.062610604,-0.13895328,-0.08955961
335,0.027329149,-0.109548636,-0.209793
336,0.031119308,-0.13580441,-0.18787795
337,0.034028355,-0.06751987,-0.21249539
338,0.01662204,-0.13280064,-0.09367055
339,-0.00759602,-0.14192069,-0.094146624
340,0.10099554,-0.13668954,-0.101355545
341,0.091149844,-0.13525638,-0.100232676
342,0.055868722,-0.04042632,-0.24167866
343,0.075930916,-0.14099914,-0.09700409
344,0.06465032,-0.13915959,-0.103671305
345,0.00489579,-0.14326403,-0.13195331
346,0.30763713,-0.040714025,-0.17978418
347,0.32506418,-0.01677312,-0.22057988
348,0.032854054,-0.121869795,-0.06803451
349,-0.038128443,-0.09315092,-0.14158621
350,0.031866148,-0.14558238,-0.09014375
351,0.05363059,-0.14868659,-0.11322814
352,0.04848826,-0.13649663,-0.08773446
353,0.04474184,-0.13477051,-0.09320418
354,-0.016894532,-0.13886641,-0.07149239
355,0.030009031,-0.050843753,-0.52584535
356,0.01670968,-0.031928428,-0.4729145
357,0.033451892,-0.082994536,-0.22224084
358,0.031114971,-0.14175676,-0.12006946
359,0.023964161,-0.13542785,-0.083896644
360,0.07014107,-0.14296496,-0.11916095
361,0.0562594,-0.14477947,-0.12149146
362,0.042189617,-0.1399634,-0.10865887
363,0.012442904,-0.14095305,-0.17135033
364,0.019178867,-0.14569373,-0.12490527
365,0.3285518,-0.018457394,-0.22798605
366,0.04706531,-0.1282668,-0.07367651
367,0.0110672405,-0.1345122,-0.078782886
368,0.02856598,-0.09974799,-0.21041887
369,0.057221908,-0.14267887,-0.10976683
370,0.05415422,-0.14261737,-0.10435476
371,0.0448715,-0.05044803,-0.23684765
372,0.0569445,-0.14906532,-0.14507361
373,0.046840344,-0.13901648,-0.1215782
374,0.007574834,-0.13451253,-0.10008156
375,-0.0019320322,-0.13577041,-0.10469756
376,0.011396456,-0.1458376,-0.14982046
377,0.041957356,-0.15046364,-0.13591948
378,0.038082425,-0.1362849,-0.10951356
379,-0.070145145,-0.1584349,-0.10755241
380,0.018928176,-0.15018982,-0.12933508
381,0.0013939419,-0.10944383,-0.17971629
382,-0.00195782,-0.07426414,-0.3199484
383,-0.08074508,-0.16642575,-0.19499911
384,-0.062049434,-0.19267383,-0.22401805
385,-0.15673345,-0.12778854,-0.25844616
386,-0.06618418,-0.17160079,-0.21301934
387,-0.10846893,-0.11910715,-0.24035358
388,-0.1170299,-0.14815728,-0.17884521
389,-0.13335174,-0.18212485,-0.17384899
390,-0.0077715116,-0.09736857,-0.14725105
391,-0.079713404,-0.13891892,-0.15866026
392,0.053990718,-0.043513924,-0.23617308
393,0.068043575,-0.14594847,-0.12525678
394,0.027146062,-0.1385715,-0.12699267
395,0.0071486067,-0.14614111,-0.1435939
396,-0.08294638,-0.14692137,-0.19038956
397,-0.09716245,-0.1532766,-0.17168589
398,0.05496103,-0.039432798,-0.23647872
399,0.054757927,-0.14732678,-0.13130744
400,0.025582876,-0.14002812,-0.13121158
401,-0.034772873,-0.12879837,-0.23043412
402,-0.08911926,-0.16385056,-0.1808156
403,-0.10183999,-0.12331618,-0.12670904
404,-0.10939838,-0.13385476,-0.17839004
405,-0.008096462,-0.115774676,-0.23438719
406,0.02681593,-0.106343865,-0.20359129
407,-0.013151932,-0.044910103,-0.33316758
408,-0.030302988,-0.10220682,-0.2766182
409,-0.0009188679,-0.14966072,-0.07642547
410,-0.15467711,-0.13030845,-0.27465475
411,-0.0918003,-0.15339427,-0.22686385
412,-0.15276754,-0.101825826,-0.2793629
413,-0.006104032,-0.13508871,-0.10410874
414,-0.0032075725,-0.13783279,-0.11110068
415,-0.02685076,0.0056261793,-0.41580546
416,0.016252466,-0.13427669,-0.09951919
417,0.025672998,-0.15433367,-0.14303136
418,0.032407727,-0.14383061,-0.19757947
419,0.050754048,-0.14218189,-0.10862498
420,-0.1226101,-0.08852622,-0.29043648
421,0.049320284,-0.14296365,-0.13004793
422,-0.03440028,-0.04362905,-0.07642581
423,0.038490154,-0.17740926,-0.2027191
424,0.008947649,-0.119242676,-0.22441295
425,-0.14211798,-0.119099006,-0.27064028
426,-0.11418425,-0.16339307,-0.16046558
427,-0.09793494,-0.062567316,-0.21799429
428,-0.07298492,-0.07911479,-0.22167723
429,0.0026484374,-0.13102496,-0.21737485
430,0.0030802612,-0.027547574,-0.3146685
431,0.00868657,-0.10504162,-0.21906967
432,-0.11912789,-0.069277614,-0.242906
433,-0.12975764,-0.19243792,-0.15571216
434,0.011362733,-0.10120975,-0.2496855
435,-0.16084433,-0.08872237,-0.27892128
436,-0.006058597,-0.13547026,-0.08884565
437,-0.042168744,-0.10508845,-0.120632574
438,-0.03272185,-0.0487684,-0.07507781
439,-0.05563682,-0.041768283,-0.06425499
440,-0.05554099,-0.04543227,-0.060671095
441,-0.07543658,-0.10131448,-0.10289522
442,-0.0600232,-0.060450934,-0.1366189
443,-0.11006589,-0.0810967,-0.13579206
444,-0.117284454,-0.08516707,-0.13175803
445,-0.04738473,-0.09546623,-0.13983864
446,-0.09512828,-0.06416062,-0.1963134
447,-0.06962639,-0.15537867,-0.10391621
448,-0.111960486,-0.099230304,-0.13485499
449,-0.06841377,-0.08804547,-0.15261663
450,-0.077148825,-0.090193816,-0.13076998
451,-0.07924347,-0.10344494,-0.093065925
452,-0.08617186,-0.10267382,-0.13265115
453,-0.046552703,-0.11173835,-0.13189018
454,-0.07333234,-0.11128263,-0.10303804
455,-0.057473727,-0.09142176,-0.11554493
456,-0.10404915,-0.08776409,-0.1373505
457,-0.0731418,-0.12351903,-0.09848179
458,-0.11473557,-0.063733436,-0.18828371
459,-0.030901453,-0.07201309,-0.1868841
460,-0.04112435,-0.07475968,-0.18404454
461,-0.053326525,-0.102227084,-0.13316365
462,-0.08636817,-0.110147,-0.0944671
463,-0.110371575,-0.0585258,-0.17183079
464,-0.051866703,-0.1038733,-0.11936419
465,-0.14783752,-0.05871755,-0.25927132
466,-0.05719374,-0.08492303,-0.15583932
467,-0.07756741,-0.10224418,-0.11655669
468,-0.09131661,-0.08783158,-0.14149599
469,-0.109744914,-0.07161478,-0.1610717
470,-0.056602843,-0.10025176,-0.11558384
471,-0.039361466,-0.1029092,-0.13564692
472,-0.05576412,-0.08863431,-0.18152821
473,-0.088923365,-0.06763688,-0.17002666
474,-0.11357621,-0.07691177,-0.14252312
475,0.0012951784,-0.030351754,-0.26607132
476,-0.09862924,-0.0629962,-0.18610379
477,-0.086654656,-0.079054676,-0.1394142
478,-0.06392126,-0.0945748,-0.14758857
479,0.0032553629,-0.13147764,-0.21171018
480,0.015999213,-0.059812784,-0.20526825
481,-0.066283904,-0.08516592,-0.12811683
482,-0.0029433877,-0.125556,-0.19643864
483,-0.014581058,-0.04934492,-0.21919592
484,-0.019844739,-0.10173334,-0.14618094
485,-0.114635736,-0.07491289,-0.15374722
486,0.020425316,-0.063914225,-0.26205
487,-0.0039049336,-0.10349879,-0.19328445
488,-0.10864566,-0.027750168,-0.30434337
489,-0.13199325,-0.04050918,-0.27370828
490,-0.100227445,-0.07554837,-0.16544442
491,-0.17973909,-0.078083515,-0.24061486
492,-0.0042526657,-0.09099522,-0.20453274
493,0.0038748134,-0.14317253,-0.19448403
494,0.0042649084,-0.13394293,-0.09808272
495,-0.09164155,-0.07924365,-0.14625666
496,-0.025950713,-0.1039842,-0.15555269
497,-0.17918326,-0.062365726,-0.23580351
498,0.037792094,-0.06705501,-0.2307626
499,0.02335987,-0.12791847,-0.19434327
500,0.005603153,-0.08651991,-0.20246407
501,-0.046975803,-0.13403057,-0.12621875
502,-0.14967369,-0.070594564,-0.23190992
503,-0.054842256,-0.045571104,-0.28245482
504,-0.0948194,-0.06348711,-0.13968335
505,-0.17229599,-0.04081385,-0.261774
506,-0.04293752,-0.06042116,-0.21773565
507,-0.09458492,-0.05518008,-0.3292404
508,-0.0019171555,-0.14163622,-0.10760286
509,-0.06759904,-0.033422485,-0.3226694
510,-0.029793845,-0.10221352,-0.13596426
511,-0.05027531,-0.05890522,-0.20486227
512,-0.04843934,-0.079129286,-0.18119822
513,-0.061311156,-0.06848205,-0.17323874
514,-0.114278555,-0.05775646,-0.26495895
515,-0.15814607,-0.029583756,-0.29569325
516,-0.1859537,-0.032231003,-0.33922347
517,-0.013763249,-0.05917473,-0.22524966
518,-0.053204384,-0.099491,-0.13716874
519,-0.115401275,-0.044360768,-0.28881
520,-0.09498297,-0.10933361,-0.13448048
521,0.030704366,-0.14971179,-0.10723535
522,-0.036510356,-0.0275722,-0.30427036
523,-0.1495258,-0.06925906,-0.21760917
524,-0.004299939,-0.041787162,-0.24744284
525,-0.03376285,-0.086602286,-0.17259517
526,-0.065852836,-0.092338674,-0.1196543
527,-0.0839758,-0.06947283,-0.14720061
528,-0.15161318,-0.041960422,-0.2409727
529,-0.083244935,-0.09595923,-0.10312923
530,-0.08033822,-0.0288553,-0.29795182
531,-0.10433095,-0.05625152,-0.3040448
532,-0.007844781,-0.11693924,-0.17254369
533,-0.054943997,-0.05472634,-0.2168404
534,0.023947207,-0.046761163,-0.2740364
535,-0.059832055,-0.101640694,-0.12220605
536,-0.111679934,-0.08887333,-0.13344975
537,-0.099538304,-0.08531657,-0.14822671
538,-0.022538275,-0.0011491086,-0.41257823
539,-0.074989416,-0.0738902,-0.17188641
540,-0.029273804,-0.09163565,-0.18239512
541,-0.06674129,-0.066037685,-0.17116925
542,-0.10531585,-0.085553795,-0.13150063
543,-0.08263751,-0.070251904,-0.16410854
544,-0.07602209,-0.05172089,-0.12960221
545,-0.12524925,-0.07276156,-0.14681579
546,-0.050226342,-0.076254405,-0.15663648
547,-0.12300561,-0.07244236,-0.16015497
548,-0.124978885,-0.04932747,-0.26707295
549,-0.010806571,-0.07631335,-0.16305207
550,0.033861477,-0.08398256,-0.22354215
551,-0.07088986,-0.051663682,-0.24778917
552,-0.077373445,-0.102665745,-0.11652522
553,-0.075771816,-0.110098995,-0.092091516
554,-0.0171925,-0.06655101,-0.20209232
555,-0.007618637,-0.13571072,-0.09467137
556,-0.0667112,-0.06169015,-0.1979441
557,-0.07043232,-0.10808009,-0.0992098
558,-0.10182016,-0.08335574,-0.11685364
559,-0.09035863,-0.12132406,-0.087147675
560,-0.055201154,-0.08560843,-0.1276246
561,-0.09042966,-0.07804272,-0.14519481
562,-0.071738735,-0.0770609,-0.16277622
563,-0.013740175,-0.054047078,-0.24381348
564,0.024513809,-0.09587741,-0.20873605
565,0.027375424,-0.1081399,-0.2048334
566,0.004302295,-0.053173702,-0.23451549
567,-0.022297628,-0.05450292,-0.23281011
568,-0.03060378,-0.045882147,-0.2784762
569,0.007651739,-0.060714297,-0.22712307
570,-0.00418215,-0.04579577,-0.23833314
571,-0.084416546,-0.015928503,-0.31613836
572,-0.05075445,-0.047643736,-0.23937832
573,-0.045592323,-0.061086632,-0.2084297
574,-0.094268024,-0.03420765,-0.34223878
575,-0.17126504,-0.06747408,-0.27831948
576,-0.030445632,-0.018436164,-0.3606558
577,-0.08663451,-0.070392884,-0.18998973
578,-0.006075302,-0.13552278,-0.102458596
579,-0.051825102,-0.1160173,-0.12463035
580,0.0269601,-0.13842978,-0.19117129
581,0.02802001,-0.11302654,-0.21312425
582,-0.10702302,-0.08819769,-0.12804545
583,-0.071144156,-0.07659763,-0.16174212
584,-0.15575942,-0.06741427,-0.22473708
585,-0.13793056,-0.05942949,-0.28567713
586,0.004263187,-0.051950827,-0.22923473
587,-0.045183446,-0.053969122,-0.19670205
588,-0.15791641,-0.030530345,-0.30695227
589,-0.04968153,-0.099583864,-0.12222928
590,-0.0656227,-0.053391784,-0.20032944
591,0.033254977,-0.14177322,-0.1450611
592,0.020439254,-0.1398708,-0.19544165
593,0.03048606,-0.0987388,-0.21500672
594,-0.0035128722,-0.12558956,-0.21374446
595,0.03587385,-0.0747107,-0.22796713
596,0.010171562,-0.029873293,-0.30457348
597,-0.0018358275,-0.11842641,-0.20227678
598,-0.11810842,-0.07309291,-0.2942491
599,0.012296346,-0.0036092866,-0.35069683
600,0.088403806,0.011908801,-0.23237841
601,0.075851254,0.016090134,-0.22563507
602,0.07353298,0.004073361,-0.24701887
603,0.026806088,-0.09852591,-0.23581749
604,0.019030605,-0.05750879,-0.23812509
605,0.02317602,-0.12933558,-0.19487247
606,0.0028753157,-0.1273287,-0.20539948
607,0.08217213,-0.020212961,-0.20586114
608,0.061044652,-0.0030653626,-0.30182713
609,0.025497073,-0.14554663,-0.215541
610,-0.113239,-0.0699986,-0.15731767
611,-0.095903404,-0.10245021,-0.09986139
612,-0.04380687,-0.10716612,-0.119415715
613,-0.072104886,-0.11035468,-0.08769549
614,-0.0037903632,-0.069522485,-0.17317718
615,-0.008633691,-0.12187737,-0.18017092
616,-0.04228379,-0.07318307,-0.15723446
617,-0.024432737,-0.04667595,-0.23928846
618,-0.0684765,-0.05606556,-0.2735961
619,-0.17714427,-0.045503817,-0.26490185
620,-0.024656048,-0.10891462,-0.15470226
621,-0.12429264,-0.0128631545,-0.3295195
622,0.02533112,-0.030169494,-0.2898731
623,0.015917826,-0.011881879,-0.32868075
